26.749551,84.625789
27.443862,85.038639
29.313971,81.828778
28.963799,82.311871
28.351834,87.442692
29.853636,80.938388
28.079018,82.413442
26.314892,86.368954
28.975876,82.295642
29.41317,84.613443
28.096285,80.277358
26.616024,87.264851
30.0965,84.564722
29.805299,84.860077
26.921994,81.219564
27.594685,87.391852
29.643714,87.085621
30.075483,81.880612
27.348025,81.022349
29.576488,87.273078
28.006785,85.165292
26.949124,87.639048
29.931344,88.009648
29.705241,87.25133
26.404103,86.092516
27.695179,87.646527
29.669388,87.112512
29.705147,82.334446
29.606973,81.064765
29.9631,87.068746
27.234222,86.732693
28.233274,82.641527
29.640451,82.020764
26.399391,81.745038
27.6787,87.114824
30.360934,82.433
28.994223,83.397427
30.420829,84.489726
30.244796,81.122734
30.375683,81.628543
30.342644,82.323731
26.755291,83.67651
29.359889,82.709419
28.846077,84.291384
27.917821,84.812704
27.369835,85.870282
26.307103,87.604601
28.561498,85.95544
29.41619,85.565028
27.82973,80.75979
29.089798,82.8416
27.618446,86.984122
29.322968,82.602578
27.598996,83.467143
27.990082,82.565242
26.834609,83.563571
30.249527,85.618544
30.091783,85.124119
27.563989,84.583498
26.301705,82.49531
28.10553,84.839878
29.049764,83.919906
28.157071,81.909611
28.287382,87.409447
29.643304,81.557531
26.656141,84.323616
28.958352,82.881506
29.737379,86.209105
29.125742,81.997125
27.136346,80.395403
27.328339,84.001091
29.868898,80.782626
28.040652,85.238123
27.116628,85.770834
28.376384,82.151876
29.055444,80.244359
29.454051,86.36037
26.747667,83.60117
27.038724,87.863728
28.475423,80.601747
27.346633,86.986691
28.21714,86.611333
29.103826,88.10314
28.8009,87.800317
30.043989,85.101219
29.320951,84.238225
29.788391,84.582976
30.068274,86.149244
28.293633,82.273532
27.338407,85.301291
29.516417,84.370399
